# related_to 갈라 내기 — 직접 판정 (2026-09-05, Claude). 근거 문장만 보고 골랐다.
# src	dst	type	direction	confidence	메모 (A ~ B · 근거 앞머리)
wd:Q485556	ex:place:인덕궁	none	A→B	certain	조선 정종 ~ 인덕궁
wd:Q485556	wd:Q109079	none	A→B	certain	조선 정종 ~ 개성시
wd:Q485556	wd:Q1373095	none	A→B	certain	조선 정종 ~ 융닝현
wd:Q485556	wd:Q14304	none	A→B	certain	조선 정종 ~ 태종
wd:Q485556	wd:Q302096	none	A→B	certain	조선 정종 ~ 고려 우왕
wd:Q485556	wd:Q486262	none	A→B	certain	조선 정종 ~ 이인임
wd:Q485556	wd:Q490391	none	A→B	certain	조선 정종 ~ 최영
wd:Q485556	wd:Q704821	none	A→B	certain	조선 정종 ~ 신천군
wd:Q485556	wd:Q85983131	none	A→B	certain	조선 정종 ~ 왕안덕
wd:Q485599	ex:person:김은휘	none	A→B	certain	인현왕후 ~ 김은휘
wd:Q485599	ex:person:이단상	none	A→B	certain	인현왕후 ~ 이단상
wd:Q485599	ex:person:홍처윤	none	A→B	certain	인현왕후 ~ 홍처윤
wd:Q485599	ex:person:홍처후	none	A→B	certain	인현왕후 ~ 홍처후
wd:Q485599	wd:Q12586947	none	A→B	certain	인현왕후 ~ 김계휘
wd:Q485599	wd:Q12589712	none	A→B	certain	인현왕후 ~ 낙선군
wd:Q485599	wd:Q12596275	none	A→B	certain	인현왕후 ~ 민정중
wd:Q485599	wd:Q12596322	none	A→B	certain	인현왕후 ~ 민진후
wd:Q485599	wd:Q12596325	none	A→B	certain	인현왕후 ~ 민진원
wd:Q485599	wd:Q16172022	none	A→B	certain	인현왕후 ~ 민암
wd:Q485599	wd:Q16176263	none	A→B	certain	인현왕후 ~ 박태보
wd:Q485599	wd:Q16179409	none	A→B	certain	인현왕후 ~ 홍명원
wd:Q485599	wd:Q16184469	none	A→B	certain	인현왕후 ~ 남구만
wd:Q485599	wd:Q21825445	none	A→B	certain	인현왕후 ~ 해평 윤씨
wd:Q485599	wd:Q27953023	none	A→B	certain	인현왕후 ~ 서문중
wd:Q485599	wd:Q379647	none	A→B	certain	인현왕후 ~ 송시열
wd:Q485599	wd:Q485057	none	A→B	certain	인현왕후 ~ 희빈 장씨
wd:Q485599	wd:Q49249721	none	A→B	certain	인현왕후 ~ 홍수헌
wd:Q485599	wd:Q496510	none	A→B	certain	인현왕후 ~ 김만중
wd:Q485599	wd:Q6381135	none	A→B	certain	인현왕후 ~ 인경왕후
wd:Q485599	wd:Q6513568	none	A→B	certain	인현왕후 ~ 이은상
wd:Q485604	wd:Q14356	none	A→B	certain	덕혜옹주 ~ 박정희
wd:Q485604	wd:Q16177763	none	A→B	certain	덕혜옹주 ~ 김을한
wd:Q485604	wd:Q484866	none	A→B	certain	덕혜옹주 ~ 의민황태자
wd:Q485604	wd:Q51029	none	A→B	certain	덕혜옹주 ~ 이방자
wd:Q485604	wd:Q6636943	none	A→B	certain	덕혜옹주 ~ 도쿠가와 요시치카
wd:Q486062	wd:Q334111	none	A→B	certain	소네 아라스케 ~ 대한제국 순종
wd:Q486257	ex:person:이준민	none	A→B	certain	조식 ~ 이준민
wd:Q486257	wd:Q12586641	none	A→B	certain	조식 ~ 기대승
wd:Q486257	wd:Q12596825	none	A→B	certain	조식 ~ 박승임
wd:Q486257	wd:Q12611327	none	A→B	certain	조식 ~ 이만규
wd:Q486257	wd:Q16174098	taught	A→B	certain	조식 ~ 성운 · 그밖에 대곡 성운의 편지를 전하거나, 문하생이자 외손녀사위이기도 한 김우옹의 소식을 전하기도 했다.
wd:Q486257	wd:Q16176503	none	A→B	certain	조식 ~ 정온
wd:Q486257	wd:Q16745710	taught	A→B	certain	조식 ~ 김우옹 · 그밖에 대곡 성운의 편지를 전하거나, 문하생이자 외손녀사위이기도 한 김우옹의 소식을 전하기도 했다.
wd:Q486257	wd:Q379647	none	A→B	certain	조식 ~ 송시열
wd:Q486257	wd:Q379653	none	A→B	certain	조식 ~ 이이
wd:Q486257	wd:Q379655	none	A→B	certain	조식 ~ 허목
wd:Q486257	wd:Q486278	none	A→B	certain	조식 ~ 김종직
wd:Q486257	wd:Q488694	none	A→B	certain	조식 ~ 조선 예종
wd:Q486257	wd:Q495259	none	A→B	certain	조식 ~ 이익
wd:Q486257	wd:Q496891	none	A→B	certain	조식 ~ 성혼
wd:Q486257	wd:Q496942	taught	A→B	certain	조식 ~ 김효원 · 그의 제자로 김효원, 동강 김우옹, 한강 정구 등 저명한 학자들과 정인홍 등과 같은 관료학자, 의병장 곽재우
wd:Q486257	wd:Q498626	none	A→B	certain	조식 ~ 남곤
wd:Q486257	wd:Q624010	taught	A→B	certain	조식 ~ 정인홍 · 그러나 제자 정인홍의 회·퇴배척(晦退排斥)과 독주로 인해 남명학파의 한 축이던 정구가 떨어져 나가고 정온(鄭
wd:Q486257	wd:Q6681013	none	A→B	certain	조식 ~ 김굉필
wd:Q486257	wd:Q6685004	none	A→B	certain	조식 ~ 정여창
wd:Q486257	wd:Q709450	taught	A→B	certain	조식 ~ 정구 · 그의 문인들은 정인홍, 이이첨 등 대부분 북인 붕당을 형성하였으나 제자 정구의 문하생 중 허목 등 일부는 남
wd:Q486257	wd:Q7451459	none	A→B	certain	조식 ~ 서경덕
wd:Q486266	wd:Q16172885	none	A→B	certain	윤원형 ~ 윤춘년
wd:Q486266	wd:Q338403	none	A→B	certain	윤원형 ~ 윤임
wd:Q486266	wd:Q483631	none	A→B	certain	윤원형 ~ 조선 인종
wd:Q486266	wd:Q495458	none	A→B	certain	윤원형 ~ 이완용
wd:Q486266	wd:Q496942	none	A→B	certain	윤원형 ~ 김효원
wd:Q486266	wd:Q6814586	none	A→B	certain	윤원형 ~ 윤원로
wd:Q486266	wd:Q705336	none	A→B	certain	윤원형 ~ 심의겸
wd:Q486266	wd:Q712850	none	A→B	certain	윤원형 ~ 사림
wd:Q486278	ex:person:왕통	none	A→B	certain	김종직 ~ 왕통
wd:Q486278	ex:place:이은대	none	A→B	certain	김종직 ~ 이은대
wd:Q486278	wd:Q12591515	none	A→B	certain	김종직 ~ 대방군부인 송씨
wd:Q486278	wd:Q12596825	none	A→B	certain	김종직 ~ 박승임
wd:Q486278	wd:Q12622652	none	A→B	certain	김종직 ~ 학조
wd:Q486278	wd:Q16178121	taught	A→B	certain	김종직 ~ 김일손 · 사후 6년 뒤인 1498년(연산군 4) 제자 김일손이 사관으로 있으면서 사초(史草)에 수록한 〈조의제문 弔義
wd:Q486278	wd:Q26530	none	A→B	certain	김종직 ~ 조선 정조
wd:Q486278	wd:Q2945181	none	A→B	certain	김종직 ~ 노론
wd:Q486278	wd:Q334308	none	A→B	certain	김종직 ~ 조선 세조
wd:Q486278	wd:Q3374951	none	A→B	certain	김종직 ~ 주희
wd:Q486278	wd:Q379647	none	A→B	certain	김종직 ~ 송시열
wd:Q486278	wd:Q485009	none	A→B	certain	김종직 ~ 조선 영조
wd:Q486278	wd:Q496891	none	A→B	certain	김종직 ~ 성혼
wd:Q486278	wd:Q497178	none	A→B	certain	김종직 ~ 유자광
wd:Q486278	wd:Q6653890	none	A→B	certain	김종직 ~ 홍봉한
wd:Q486278	wd:Q704929	none	A→B	certain	김종직 ~ 소론
wd:Q486278	wd:Q712850	none	A→B	certain	김종직 ~ 사림
wd:Q486283	ex:place:서운태	none	A→B	certain	조광조 ~ 서운태
wd:Q486283	ex:place:쌍봉사	none	A→B	certain	조광조 ~ 쌍봉사
wd:Q486283	ex:place:천일대	none	A→B	certain	조광조 ~ 천일대
wd:Q486283	wd:Q12590727	died_in	A→B	probable	조광조 ~ 능주군 · 권력을 잡게 된 심정과 남곤 그리고 홍경주는 조광조를 살려두려 하지 않아서 중종은 결국 음력 12월 20일 
wd:Q486283	wd:Q18459	none	A→B	certain	조광조 ~ 용인시
wd:Q486283	wd:Q483509	none	A→B	certain	조광조 ~ 단경왕후
wd:Q486283	wd:Q50345	none	A→B	certain	조광조 ~ 화순군
wd:Q486283	wd:Q55734558	none	A→B	certain	조광조 ~ 죽수서원
wd:Q486283	wd:Q624894	none	A→B	certain	조광조 ~ 이언적
wd:Q486283	wd:Q6681013	none	A→B	certain	조광조 ~ 김굉필
wd:Q486283	wd:Q6685004	none	A→B	certain	조광조 ~ 정여창
wd:Q486283	wd:Q8016893	none	A→B	certain	조광조 ~ 훈구파
wd:Q486291	ex:person:남세건	none	A→B	certain	이황 ~ 남세건
wd:Q486291	wd:Q122846639	none	A→B	certain	이황 ~ 임진왜란
wd:Q486291	wd:Q12587941	none	A→B	certain	이황 ~ 김안국
wd:Q486291	wd:Q12589996	none	A→B	certain	이황 ~ 남인
wd:Q486291	wd:Q12590390	none	A→B	certain	이황 ~ 노수신
wd:Q486291	wd:Q12603522	none	A→B	certain	이황 ~ 숭선군
wd:Q486291	wd:Q12613135	none	A→B	certain	이황 ~ 이현보
wd:Q486291	wd:Q24859745	none	A→B	certain	이황 ~ 김저
wd:Q486291	wd:Q486283	none	A→B	certain	이황 ~ 조광조
wd:Q486291	wd:Q486563	none	A→B	certain	이황 ~ 이기
wd:Q486291	wd:Q61095127	none	A→B	certain	이황 ~ 신광한
wd:Q486291	wd:Q624894	none	A→B	certain	이황 ~ 이언적
wd:Q486291	wd:Q6677192	none	A→B	certain	이황 ~ 김인후
wd:Q486311	wd:Q626755	none	A→B	certain	이수형 ~ 김류
wd:Q486558	wd:Q12589996	none	A→B	certain	이산해 ~ 남인
wd:Q486558	wd:Q12611399	none	A→B	certain	이산해 ~ 이몽학의 난
wd:Q486558	wd:Q18815364	none	A→B	certain	이산해 ~ 김공량
wd:Q486558	wd:Q379659	none	A→B	certain	이산해 ~ 원균
wd:Q486558	wd:Q482874	none	A→B	certain	이산해 ~ 조선 광해군
wd:Q486558	wd:Q484359	none	A→B	certain	이산해 ~ 조선 선조
wd:Q486558	wd:Q484978	none	A→B	certain	이산해 ~ 정철
wd:Q486558	wd:Q486240	none	A→B	certain	이산해 ~ 이이첨
wd:Q486558	wd:Q487191	none	A→B	certain	이산해 ~ 류성룡
wd:Q486558	wd:Q50184	none	A→B	certain	이산해 ~ 이순신
wd:Q486558	wd:Q8017829	none	A→B	certain	이산해 ~ 서인
wd:Q486973	ex:person:임상원	none	A→B	certain	정발 ~ 임상원
wd:Q486973	ex:person:조세환	none	A→B	certain	정발 ~ 조세환
wd:Q486973	ex:person:황신	none	A→B	certain	정발 ~ 황신
wd:Q486973	wd:Q379647	none	A→B	certain	정발 ~ 송시열
wd:Q486973	wd:Q379659	none	A→B	certain	정발 ~ 원균
wd:Q486973	wd:Q482906	none	A→B	certain	정발 ~ 이억기
wd:Q486973	wd:Q4845522	none	A→B	certain	정발 ~ 송상현
wd:Q486973	wd:Q50184	none	A→B	certain	정발 ~ 이순신
wd:Q486973	wd:Q942553	none	A→B	certain	정발 ~ 고니시 유키나가
wd:Q487161	wd:Q11257521	none	A→B	certain	한용운 ~ 안재홍
wd:Q487161	wd:Q12587206	none	A→B	certain	한용운 ~ 김동삼
wd:Q487161	wd:Q12597567	none	A→B	certain	한용운 ~ 방응모
wd:Q487161	wd:Q12615941	none	A→B	certain	한용운 ~ 정인보
wd:Q487161	wd:Q137797940	none	A→B	certain	한용운 ~ 박광
wd:Q487161	wd:Q208203	none	A→B	certain	한용운 ~ 김성수
wd:Q487161	wd:Q488304	none	A→B	certain	한용운 ~ 조만식
wd:Q487161	wd:Q488527	none	A→B	certain	한용운 ~ 신채호
wd:Q487161	wd:Q497184	none	A→B	certain	한용운 ~ 송진우
wd:Q487161	wd:Q623533	member_of	A→B	certain	한용운 ~ 신간회 · 그 결과 1927년 2월 조선일보 사장 이상재를 회장으로 동아일보의 송진우를 비롯해 허헌, 김병로, 한용운 
wd:Q487161	wd:Q624491	none	A→B	certain	한용운 ~ 홍명희
wd:Q487161	wd:Q626601	none	A→B	certain	한용운 ~ 최남선
wd:Q487161	wd:Q6749099	none	A→B	certain	한용운 ~ 만공
wd:Q488115	wd:Q17095038	none	A→B	certain	화완옹주 ~ 정휘량
wd:Q488115	wd:Q26530	none	A→B	certain	화완옹주 ~ 조선 정조
wd:Q488115	wd:Q27953684	none	A→B	certain	화완옹주 ~ 정우량
wd:Q488115	wd:Q492998	none	A→B	certain	화완옹주 ~ 조선 장조
wd:Q488115	wd:Q6536159	child_of	B→A	certain	화완옹주 ~ 정후겸 · 정후겸은 그의 양자이다.
wd:Q488374	wd:Q12590112	none	A→B	certain	성삼문 ~ 남효온
wd:Q488374	wd:Q12601921	none	A→B	certain	성삼문 ~ 성담수
wd:Q488374	wd:Q133271810	none	A→B	certain	성삼문 ~ 성담년
wd:Q488374	wd:Q14304	none	A→B	certain	성삼문 ~ 태종
wd:Q488374	wd:Q16090182	none	A→B	certain	성삼문 ~ 박종우
wd:Q488374	wd:Q16170055	none	A→B	certain	성삼문 ~ 유자미
wd:Q488374	wd:Q24865253	none	A→B	certain	성삼문 ~ 박호
wd:Q488374	wd:Q37682	none	A→B	certain	성삼문 ~ 조선 세종
wd:Q488374	wd:Q379647	none	A→B	certain	성삼문 ~ 송시열
wd:Q488374	wd:Q379653	none	A→B	certain	성삼문 ~ 이이
wd:Q488374	wd:Q470122	none	A→B	certain	성삼문 ~ 신숙주
wd:Q488374	wd:Q483008	none	A→B	certain	성삼문 ~ 조선 중종
wd:Q488374	wd:Q484006	none	A→B	certain	성삼문 ~ 조선 성종
wd:Q488374	wd:Q485023	none	A→B	certain	성삼문 ~ 조선 단종
wd:Q488374	wd:Q486278	none	A→B	certain	성삼문 ~ 김종직
wd:Q488374	wd:Q486283	none	A→B	certain	성삼문 ~ 조광조
wd:Q488374	wd:Q5636450	none	A→B	certain	성삼문 ~ 하위지
wd:Q488374	wd:Q8059964	none	A→B	certain	성삼문 ~ 유성원
wd:Q4886893	wd:Q11287972	none	A→B	certain	이원경 ~ 회평군
wd:Q488700	wd:Q14304	none	A→B	certain	회안대군 ~ 태종
wd:Q489527	ex:org:의성단	member_of	A→B	certain	양기탁 ~ 의성단 · 1923년 10월 만주에서 편강렬(片康烈), 남정(南正) 등 동지들을 규합하여 무장 독립운동 단체 의성단(義
wd:Q489527	wd:Q12598403	member_of	A→B	certain	양기탁 ~ 보안회 · 1905년 궁내부에서 근무하고 신문을 발행할 때 러일전쟁에서 승리한 일본이 대한제국에 황무지 개척권을 요구하
wd:Q489758	ex:person:윤영기	none	A→B	certain	전봉준 ~ 윤영기
wd:Q489758	wd:Q110115390	none	A→B	certain	전봉준 ~ 손화중
wd:Q489758	wd:Q11274270	none	A→B	certain	전봉준 ~ 최시형
wd:Q489758	wd:Q12586875	none	A→B	certain	전봉준 ~ 김개남
wd:Q489758	wd:Q12612184	none	A→B	certain	전봉준 ~ 이용태
wd:Q489758	wd:Q16179283	none	A→B	certain	전봉준 ~ 조병갑
wd:Q489758	wd:Q16181741	none	A→B	certain	전봉준 ~ 조병식
wd:Q489758	wd:Q469432	none	A→B	certain	전봉준 ~ 흥선대원군
wd:Q489758	wd:Q488752	none	A→B	certain	전봉준 ~ 손병희
wd:Q489758	wd:Q49249790	none	A→B	certain	전봉준 ~ 최경선
wd:Q489778	wd:Q128674	none	A→B	certain	이동휘 ~ 훈춘시
wd:Q489792	ex:person:김평묵	none	A→B	certain	최익현 ~ 김평묵
wd:Q489792	ex:person:윤취	none	A→B	certain	최익현 ~ 윤취
wd:Q489792	wd:Q12595343	none	A→B	certain	최익현 ~ 목내선
wd:Q489792	wd:Q12612404	none	A→B	certain	최익현 ~ 이인좌
wd:Q489792	wd:Q12613068	taught	B→A	certain	최익현 ~ 이항로 · 그는 그의 스승 이항로의 도덕적 원리를 실현하고자 하는 단호한 면모가 있었다.
wd:Q489792	wd:Q12613144	none	A→B	certain	최익현 ~ 이현일
wd:Q489792	wd:Q12616209	none	A→B	certain	최익현 ~ 정희량
wd:Q489792	wd:Q12624375	none	A→B	certain	최익현 ~ 한효순
wd:Q489792	wd:Q13958591	none	A→B	certain	최익현 ~ 홍순목
wd:Q489792	wd:Q257425	none	A→B	certain	최익현 ~ 대한제국 고종
wd:Q489792	wd:Q27953621	none	A→B	certain	최익현 ~ 한계원
wd:Q489792	wd:Q464503	none	A→B	certain	최익현 ~ 명성황후
wd:Q489792	wd:Q469396	none	A→B	certain	최익현 ~ 정도전
wd:Q489792	wd:Q469432	none	A→B	certain	최익현 ~ 흥선대원군
wd:Q489792	wd:Q498626	none	A→B	certain	최익현 ~ 남곤
wd:Q489792	wd:Q624010	none	A→B	certain	최익현 ~ 정인홍
wd:Q489792	wd:Q6409023	taught	B→A	certain	최익현 ~ 김기현 · 김기현과 이항로의 문하에서 수학하였으며, 노론 화서학파의 지도자이자 위정척사파의 중심 인물이었고, 흥선대원군
wd:Q490156	wd:Q12600580	none	A→B	certain	청산리 전투 ~ 상해 임시정부
wd:Q490362	wd:Q12601057	none	A→B	certain	김시민 ~ 서예원
wd:Q490362	wd:Q12611171	none	A→B	certain	김시민 ~ 이달
wd:Q490362	wd:Q16174274	none	A→B	certain	김시민 ~ 김면
wd:Q490362	wd:Q16175244	none	A→B	certain	김시민 ~ 이광악
wd:Q490362	wd:Q18815728	none	A→B	certain	김시민 ~ 정언신
wd:Q490362	wd:Q485556	none	A→B	certain	김시민 ~ 조선 정종
wd:Q490362	wd:Q496866	none	A→B	certain	김시민 ~ 곽재우
wd:Q490362	wd:Q5954097	none	A→B	certain	김시민 ~ 김성일
wd:Q490362	wd:Q6180267	none	A→B	certain	김시민 ~ 정기룡
wd:Q490362	wd:Q624130	none	A→B	certain	김시민 ~ 김방경
wd:Q491130	wd:Q488547	none	A→B	certain	강홍립 ~ 사르후 전투
wd:Q491778	wd:Q16177140	none	A→B	certain	정난정 ~ 정준
wd:Q491778	wd:Q16182734	none	A→B	certain	정난정 ~ 보우
wd:Q491778	wd:Q19795003	none	A→B	certain	정난정 ~ 정종영
wd:Q491778	wd:Q486286	none	A→B	certain	정난정 ~ 문정왕후
wd:Q492979	wd:Q484792	none	A→B	certain	조선 덕종 ~ 한확
wd:Q492990	wd:Q109079	none	A→B	certain	조선 원종 ~ 개성시
wd:Q492990	wd:Q12613430	none	A→B	certain	조선 원종 ~ 인조반정
wd:Q492990	wd:Q482874	none	A→B	certain	조선 원종 ~ 조선 광해군
wd:Q492990	wd:Q494786	none	A→B	certain	조선 원종 ~ 강화도
wd:Q492990	wd:Q711	none	A→B	certain	조선 원종 ~ 몽골
wd:Q492990	wd:Q711051	none	A→B	certain	조선 원종 ~ 삼별초
wd:Q494175	wd:Q16168094	taught	B→A	certain	정인지 ~ 권우 · 권우(權遇)의 문인이다.
wd:Q494175	wd:Q16174338	none	A→B	certain	정인지 ~ 의숙공주
wd:Q494175	wd:Q334308	none	A→B	certain	정인지 ~ 조선 세조
wd:Q494175	wd:Q37682	none	A→B	certain	정인지 ~ 조선 세종
wd:Q494175	wd:Q470122	none	A→B	certain	정인지 ~ 신숙주
wd:Q494175	wd:Q484006	none	A→B	certain	정인지 ~ 조선 성종
wd:Q494175	wd:Q485023	none	A→B	certain	정인지 ~ 조선 단종
wd:Q494175	wd:Q486298	none	A→B	certain	정인지 ~ 한명회
wd:Q494175	wd:Q488694	none	A→B	certain	정인지 ~ 조선 예종
wd:Q494175	wd:Q6408970	none	A→B	certain	정인지 ~ 김종서
wd:Q494787	ex:org:시사책진회	member_of	A→B	certain	이시영 ~ 시사책진회 · 1922년 7월 김구, 신익희, 안창호, 조소앙, 여운형 등 50여 명과 함께 시사책진회(時事策進會)를 조직
wd:Q494787	ex:org:한국노병회	member_of	A→B	certain	이시영 ~ 한국노병회 · 1922년 10월 김구, 이유필, 여운형 등과 한국노병회(韓國勞兵會) 결성에 참여, 노병회 회원이 되었다.
wd:Q494787	wd:Q105706121	child_of	B→A	certain	이시영 ~ 이규열 · 사인에 관련해서는 부산 피난지에서 아들 이규열을 잃고 충격으로 사망했다는 주장도 있다.
wd:Q494787	wd:Q112020872	none	A→B	certain	이시영 ~ 이철영
wd:Q494787	wd:Q11271317	none	A→B	certain	이시영 ~ 조성환
wd:Q494787	wd:Q12611027	none	A→B	certain	이시영 ~ 이규창
wd:Q494787	wd:Q134411657	none	A→B	certain	이시영 ~ 이규학
wd:Q494787	wd:Q16176835	none	A→B	certain	이시영 ~ 정이형
wd:Q494787	wd:Q16178187	none	A→B	certain	이시영 ~ 이석영
wd:Q494787	wd:Q16184512	none	A→B	certain	이시영 ~ 이항복
wd:Q494787	wd:Q16631060	none	A→B	certain	이시영 ~ 이건영
wd:Q494787	wd:Q24859210	none	A→B	certain	이시영 ~ 이호영
wd:Q494787	wd:Q3228934	none	A→B	certain	이시영 ~ 이소영
wd:Q494787	wd:Q483362	none	A→B	certain	이시영 ~ 이회영
wd:Q494787	wd:Q496594	none	A→B	certain	이시영 ~ 신익희
wd:Q494787	wd:Q624795	none	A→B	certain	이시영 ~ 이종찬
wd:Q495259	ex:person:이병휴	none	A→B	certain	이익 ~ 이병휴
wd:Q495259	wd:Q12586136	none	A→B	certain	이익 ~ 권일신
wd:Q495259	wd:Q12604754	none	A→B	certain	이익 ~ 신후담
wd:Q495259	wd:Q12610219	none	A→B	certain	이익 ~ 윤동규
wd:Q495259	wd:Q12610542	none	A→B	certain	이익 ~ 윤휘
wd:Q495259	wd:Q12610818	none	A→B	certain	이익 ~ 이가환
wd:Q495259	wd:Q12612765	none	A→B	certain	이익 ~ 이중환
wd:Q495259	wd:Q12613144	none	A→B	certain	이익 ~ 이현일
wd:Q495259	wd:Q16168278	none	A→B	certain	이익 ~ 권철신
wd:Q495259	wd:Q256246	none	A→B	certain	이익 ~ 정약용
wd:Q495259	wd:Q379655	none	A→B	certain	이익 ~ 허목
wd:Q495259	wd:Q469396	none	A→B	certain	이익 ~ 정도전
wd:Q495259	wd:Q486492	none	A→B	certain	이익 ~ 유형원
wd:Q495259	wd:Q486549	none	A→B	certain	이익 ~ 이서우
wd:Q495259	wd:Q488694	none	A→B	certain	이익 ~ 조선 예종
wd:Q495259	wd:Q492443	none	A→B	certain	이익 ~ 장현광
wd:Q495259	wd:Q6821059	none	A→B	certain	이익 ~ 안정복
wd:Q495259	wd:Q6902149	none	A→B	certain	이익 ~ 채제공
wd:Q495259	wd:Q709450	none	A→B	certain	이익 ~ 정구
wd:Q495259	wd:Q7451459	none	A→B	certain	이익 ~ 서경덕
wd:Q495458	ex:person:이공정	none	A→B	certain	이완용 ~ 이공정
wd:Q495458	wd:Q1041485	none	A→B	certain	이완용 ~ 카를 베베르
wd:Q495458	wd:Q1195299	none	A→B	certain	이완용 ~ 하세가와 요시미치
wd:Q495458	wd:Q12590034	none	A→B	certain	이완용 ~ 남정철
wd:Q495458	wd:Q12596960	none	A→B	certain	이완용 ~ 박원문
wd:Q495458	wd:Q12610536	none	A→B	certain	이완용 ~ 윤효정
wd:Q495458	wd:Q12612319	none	A→B	certain	이완용 ~ 이윤용
wd:Q495458	wd:Q12613066	child_of	B→A	certain	이완용 ~ 이항구 · 1924년에는 그의 아들 이항구도 남작이 되어, 조선인으로는 거의 드문 부자(父子) 귀족이 되기도 했다.
wd:Q495458	wd:Q12625127	none	A→B	certain	이완용 ~ 협성회
wd:Q495458	wd:Q12967	none	A→B	certain	이완용 ~ 레오폴 2세
wd:Q495458	wd:Q16176269	none	A→B	certain	이완용 ~ 이도재
wd:Q495458	wd:Q18156442	child_of	B→A	certain	이완용 ~ 이승구 · 독립협회의 모토이자 하부 청년조직인 협성회에는 장남 이승구(李升九)도 창립회원으로 활동중이었는데 이완용이 캘
wd:Q495458	wd:Q257425	none	A→B	certain	이완용 ~ 대한제국 고종
wd:Q495458	wd:Q315559	none	A→B	certain	이완용 ~ 데라우치 마사타케
wd:Q495458	wd:Q334111	none	A→B	certain	이완용 ~ 대한제국 순종
wd:Q495458	wd:Q464503	none	A→B	certain	이완용 ~ 명성황후
wd:Q495458	wd:Q482413	none	A→B	certain	이완용 ~ 안중근
wd:Q495458	wd:Q4857764	none	A→B	certain	이완용 ~ 윤덕영
wd:Q495458	wd:Q4857994	none	A→B	certain	이완용 ~ 조중응
wd:Q495458	wd:Q496199	none	A→B	certain	이완용 ~ 박영효
wd:Q495458	wd:Q505508	none	A→B	certain	이완용 ~ 호러스 뉴턴 앨런
wd:Q496216	wd:Q14304	none	A→B	certain	이구지 ~ 태종
wd:Q496216	wd:Q16170211	none	A→B	certain	이구지 ~ 서산군
wd:Q496216	wd:Q484006	none	A→B	certain	이구지 ~ 조선 성종
wd:Q496216	wd:Q486278	none	A→B	certain	이구지 ~ 김종직
wd:Q496686	wd:Q11265994	none	A→B	certain	김옥균 ~ 이상재
wd:Q496686	wd:Q16171569	none	A→B	certain	김옥균 ~ 서재필
wd:Q496686	wd:Q192111	none	A→B	certain	김옥균 ~ 윤치호
wd:Q496866	ex:person:이준민	none	A→B	certain	곽재우 ~ 이준민
wd:Q496866	ex:place:망우정	died_in	A→B	certain	곽재우 ~ 망우정 · 당시, 여러 차례 경상도 병마절도사·수군통제사 등의 고위 무관직을 제의받았으나 대부분 사양하다 1617년 망
wd:Q496866	ex:place:의령 가태동	none	A→B	certain	곽재우 ~ 의령 가태동
wd:Q496866	khs:11-37-0001320000000	none	A→B	certain	곽재우 ~ 징비록
wd:Q496866	wd:Q12611398	none	A→B	certain	곽재우 ~ 이몽학
wd:Q496866	wd:Q16173751	none	A→B	certain	곽재우 ~ 김덕령
wd:Q496866	wd:Q21575799	none	A→B	certain	곽재우 ~ 김수
wd:Q496866	wd:Q482874	none	A→B	certain	곽재우 ~ 조선 광해군
wd:Q496866	wd:Q485664	none	A→B	certain	곽재우 ~ 조선 숙종
wd:Q496866	wd:Q486558	none	A→B	certain	곽재우 ~ 이산해
wd:Q496866	wd:Q50184	none	A→B	certain	곽재우 ~ 이순신
wd:Q496866	wd:Q5954097	none	A→B	certain	곽재우 ~ 김성일
wd:Q496866	wd:Q623886	none	A→B	certain	곽재우 ~ 영창대군
wd:Q497092	wd:Q12596322	none	A→B	certain	송준길 ~ 민진후
wd:Q497092	wd:Q12610304	none	A→B	certain	송준길 ~ 윤선거
wd:Q497092	wd:Q16174919	none	A→B	certain	송준길 ~ 정경세
wd:Q497092	wd:Q379647	none	A→B	certain	송준길 ~ 송시열
wd:Q497092	wd:Q464503	none	A→B	certain	송준길 ~ 명성황후
wd:Q497092	wd:Q497077	none	A→B	certain	송준길 ~ 김집
wd:Q497092	wd:Q497127	taught	B→A	certain	송준길 ~ 김장생 · 송시열과 동종(同宗)이면서 학문경향을 같이한 성리학자로 이이의 학설을 지지하였고, 특히 예학(禮學)에 밝아 
wd:Q497092	wd:Q6408970	none	A→B	certain	송준길 ~ 김종서
wd:Q497101	ex:person:이형장	none	A→B	certain	김자점 ~ 이형장
wd:Q497101	wd:Q12609285	none	A→B	certain	김자점 ~ 원두표
wd:Q497101	wd:Q13515671	none	A→B	certain	김자점 ~ 효명옹주
wd:Q497101	wd:Q16175397	none	A→B	certain	김자점 ~ 이귀
wd:Q497101	wd:Q3565525	none	A→B	certain	김자점 ~ 임경업
wd:Q497101	wd:Q380573	none	A→B	certain	김자점 ~ 도르곤
wd:Q497101	wd:Q483181	none	A→B	certain	김자점 ~ 소현세자
wd:Q497101	wd:Q484446	none	A→B	certain	김자점 ~ 조선 효종
wd:Q497101	wd:Q484453	none	A→B	certain	김자점 ~ 조선 인조
wd:Q497101	wd:Q626755	none	A→B	certain	김자점 ~ 김류
wd:Q497101	wd:Q709174	none	A→B	certain	김자점 ~ 안방준
wd:Q497153	wd:Q12611355	none	A→B	certain	이광식 ~ 이명남
wd:Q497153	wd:Q12612463	none	A→B	certain	이광식 ~ 이재명
wd:Q497153	wd:Q12613304	none	A→B	certain	이광식 ~ 이희헌
