# 한국어 라벨 덮어쓰기 표 — `uv run histgraph relabel` 이 읽는다.
#
# Wikidata 라벨 서비스는 "ko,en" 으로 물어보므로 한국어 라벨이 없는 개체만
# 영어로 들어온다. 그런 노드가 전체 그래프에 1,490개, 조선 그래프에 32개
# 있었다 (2026-09-03 실측). 대부분은 Wikidata 에 한국어 라벨·별칭·한국어
# 위키백과 문서가 아예 없어서 (실측: 1,480개 중 한글 라벨을 새로 얻을 수
# 있는 건 2개뿐) 다시 수집해도 영어 그대로다. 그래서 여기에 손으로 적는다.
#
# 형식: QID <TAB> 한국어 라벨 <TAB> 근거
#   근거 칸에 어디서 나온 이름인지 적는다. 한자(ja=/zh=)가 근거면 그 한자를
#   그대로 옮겼다는 뜻이고, '로마자'면 로마자 표기를 음역했다는 뜻 —
#   후자는 한자 확인 없이 적은 것이니 의심스러우면 이 칸부터 볼 것.
#
# 원칙:
#   · 한국·중국 인물의 한자 이름은 한국 한자음으로 읽는다 (趙秉昌→조병창).
#   · 일본 인물·지명은 일본어 발음을 음역한다 (加藤清忠→가토 기요타다) —
#     이미 그래프에 들어와 있는 '가토 기요마사'와 표기를 맞춘 것.
#   · 근거가 없는 것은 적지 않는다. 로마자만 있고 한자가 없는 현대 인물
#     1,200여 명(대부분 남북한 체육인·관료)은 음절 복원이 갈려서 뺐다.
#     relabel 이 끝나고 '아직 영문인 노드' 수를 찍는 이유가 그것이다.

### 사건 ------------------------------------------------------------
Q52041837	헬렌 실빙류	en=Helen Silving-Ryu
Q705278	올리비에 라트리	fr=Olivier Latry
Q93428027	프란시스코 카란사 로메로	es=Francisco Carranza Romero
Q95585442	앤 마리 솔터	en=Anne Marie Salter
Q97860549	에리크 슈비머	en=Éric Schwimmer

### 인물 — 로마자 표기만 있는 근현대 한국인 --------------------------
# 한자가 없어 로마자를 음역했다. 음절이 갈릴 수 있는 이름은 적지 않았다.
Q102176031	김기항	로마자 Ki-hang Kim
Q103762889	이영자	로마자 Lee Young-ja
Q106690638	이종곤	zh=李钟坤
Q107264820	이경령	로마자 Lee Gyeong-ryeong
Q107264822	육용필	로마자 Yuk Yong-pil
Q107264826	박영규	로마자 Park Yeong-gyu
Q108645782	박은경	로마자 Park Eun-kyong
Q117818404	박진식	로마자 Park Jin-sik
Q117818436	변금숙	로마자 Byeon Keum-sook
Q117818588	황옥순	로마자 Hwang Ok-soon
Q28663892	한성철	로마자 Han Sung-Chul
Q42418509	고우석	로마자 Go Woo-seok
Q53679453	김택세	로마자 Kim Thaek-se
Q76631637	김원주	로마자 Kim Won-ju
Q76655805	김순금	로마자 Kim Sun-kum

### 2026-09-04 화면 DB(korea.sqlite)에 남아 있던 19개 ---------------------
# 사용자가 세 번째로 지적한 건. 화면에 영어가 한 글자라도 남으면 안 된다 —
# 근거가 약한 것은 음역이라도 적고 근거 칸에 그렇게 밝힌다 (CLAUDE.md).
Q55058639	종로경찰서 폭탄 투척 사건	ja=鍾路警察署爆弾事件 · 1923년 김상옥 의거
Q66943911	조선의 군사	ja=李氏朝鮮の軍事 · en=military affairs of the Joseon dynasty
Q109484846	강혜숙	ru=Кан Хе-Сук 음역 · 고려인, 1895 김책 출생 · 타라즈 사망
Q109489445	양춘식	ru=Ян Чун Сик 음역 · 고려인, 1901~1973 · 타라즈 사망
Q60989628	이동화	ja=李東華 · ru=Василий Фёдорович Ли · 고려인 군의관 1901~1980
Q16435447	계봉우	라벨 없는 항목 — 1880 출생·1959 크질오르다 사망한 작가는 계봉우와 일치. Q12583989 와 중복 의심
Q139591898	콜호스 작업반장	ru=звеньевой колхоза · 직위
Q139257739	가스야 후지	ja=糟屋婦知 · 도쿠가와 요시치카의 자녀
Q1928815	박정일 (주교)	en=Michael Pak Jeong-il · 마산교구 주교 1926~2024 · 동명 인물 Q15711521 과 구분
Q16140583	안재홍 (1891년)	로마자 An Chaehong · 1891~1968 · 민세 안재홍 Q11257521(1892~1965)과 연대가 달라 별개로 둠
Q1659390	임호 (1875년)	로마자 Im Ho · 1875~1945 · 동명 인물 둘(1970·1979년생)과 구분
Q77840844	이평 (북한)	로마자 Ri Pyong · 송혜림의 전 남편 · 동명 인물 Q16184350(1572~1612)과 구분
Q17494029	변남석	로마자 Pyun Nam-Suk · 1900년생
Q12349704	장희석	로마자 Jang Hui-sok · 에스페란토 운동가 1909~1994
Q111784359	제임스 T. 박	로마자 James T. Park · 기생충학자 1905~1943 · 한글 표기 근거 없어 영문명 음역
Q12581721	알이에스티	kowiki 문서명 (ko 라벨은 'R-est' 로마자)
Q16732671	미스핏	en=Misfit · 작사가
Q136656418	그래펠핑 문학회	en=The Literary Society of Gräfelfing · 이미륵 소속
Q19756507	단양	en=Danyang · 취락 항목 (단양군 Q50220 과 별개)
