# 그래프에 없는 만든 사람 — `uv run histgraph creators --apply` 가 먼저 세운다
# (`creators` 모듈 머리글 '그래프에 없는 만든 사람').
#
#     인물 id<TAB>이름<TAB>한자<TAB>활동 연대<TAB>신분<TAB>설명<TAB>근거[<TAB>별칭]
#
# 2026-09-23 전수 조사: 만든 사람 엣지가 없던 유물 2,719건 중 설명에 만든 이를
# 적은 것을 읽었다. 화승·조각승·주종장·각수는 거의 다 위키데이터에 항목이 없다.
# 같은 이름은 연대가 이어질 때만 한 사람이다 (법해 1633 조각승 ≠ 1702 화승).
# 설명은 작품과 연대로 우리가 적은 것이다 — 원문을 옮기지 않는다.

kr:person:각경	각경	覺冏	1504	대목	16세기 전반에 활동한 대목. 〈순천 송광사 응진당〉을 만들었다.	국가유산청 설명: 대목(大木) 각경(覺冏) · 상운(尙雲) · 설청(雪靑) · 철선(哲宣) · 경희(敬熙) · 정밀(精密) · 시응(時應)이라 하였다
kr:person:다리	다리	多利	520	장인	6세기 전반에 활동한 장인. 〈무령왕비 은팔찌〉를 만들었다.	국가유산청 설명: 경자년 2월 다리라는 사람이 대부인용으로 은 230주를 들여 만들었다.’로 이해된다.
kr:person:단응	단응	端應	1665~1684	조각승	17세기 후반에 활동한 조각승. 〈공주 마곡사 소조사천왕상〉·〈예천 용문사 목각아미타여래설법상〉·〈김천 직지사 소조사천왕상〉을 만들었다.	국가유산청 설명: (전칭) 1683년에 제작된 이 사천왕상도 단응 유파가 제작하였을 것으로 추정된다.
kr:person:달공	달공	達空	1387	승려	14세기 후반에 활동한 승려. 〈사천 흥사리 매향비〉를 지었다.	국가유산청 설명: 비문은 승려 달공이 짓고, 수안이 썼으며, 김용이 새긴 것으로, 고려 우왕 13년(1387)에 세워졌다
kr:person:담여	담여	淡如	1381	-	14세기 후반에 〈선종영가집〉을 만들었다.	국가유산청 설명: 고려 우왕 7년(1381)에 충주 청룡사에서 담여(淡如), 각눌(覺訥), 이인린(李仁隣) 등이 판각하여 간행하였음
kr:person:담연	담연	淡衍	1667	승려 장인	17세기 후반에 활동한 승려 장인. 〈사인비구 제작 동종 - 포항 보경사 서운암 동종〉을 만들었다.	국가유산청 설명: 수장(首匠) 사인과 태행의 지휘 아래 보조 장인[副匠] 도겸(道謙), 담연(淡衍) 등이 참여하여 제작하였음을 알 수 있다
kr:person:대연	대연	大然	-	승려	승려. 〈감지은니 범망경보살계품〉을 발원하였다.	국가유산청 설명: 이 경을 만드는 데 주체적인 역할을 한 승려 대연(大然)의 글이 남아 있어
kr:person:덕명	덕명	德名	1422	비구	15세기 전반에 활동한 비구. 〈감지은니 묘법연화경 권2, 4, 5, 6〉·〈감지은니 묘법연화경 권7〉·〈감지은니 묘법연화경 권3〉을 발원하였다.	국가유산청 설명: 1422년(세종4)에 비구 덕명이 어머니의 극락왕생을 위해 발원하여 감지에 은니로 쓴 7첩 중 4첩에 해당된다.
kr:person:덕진	덕진	德眞	1670	화원	17세기 후반에 활동한 화원. 전하는 말로는 〈울진 불영사 불연〉을 만들었다.	국가유산청 설명: (전칭) 1670년(현존 11) 화원(畵員)으로 추정되는 광현(廣玄), 성열(性悅), 덕진(德眞) 등이 참여해 조성한 2기의 불교의례용 가마로서
kr:person:도겸	도겸	道謙	1667	승려 장인	17세기 후반에 활동한 승려 장인. 〈사인비구 제작 동종 - 포항 보경사 서운암 동종〉을 만들었다.	국가유산청 설명: 수장(首匠) 사인과 태행의 지휘 아래 보조 장인[副匠] 도겸(道謙), 담연(淡衍) 등이 참여하여 제작하였음을 알 수 있다
kr:person:도균	도균	-	1654	-	17세기 후반에 〈부여 무량사 삼전패〉를 만들었다.	국가유산청 설명: 부여 무량사 삼전패는 1654년에 철학, 천승, 도균이 제작한 것으로
kr:person:도림_(16세기_후반)	도림 (16세기 후반)	道林	1588	-	16세기 후반에 〈대방광원각수다라요의경 목판〉·〈법집별행록절요병입사기 목판〉의 글씨를 썼고, 〈치문경훈 목판〉을 엮었다.	국가유산청 설명: 도림(道林)의 서사(書寫), 지희(智熙)의 연판(鍊板), 의련(仅連)･인헌(印軒) 등의 판각으로 조성되었고
kr:person:도문	도문	道文	1709	화승	18세기 전반에 활동한 화승. 〈예천 용문사 팔상탱〉·〈예천 용문사 천불도〉를 그렸다.	국가유산청 설명: 각 폭 하단에 기입된 화기를 통해 1709년에 제작되었고, 화사는 도문(道文), 설잠(雪岑), 계순(戒淳), 해영(海英)임을 알 수 있다
kr:person:도색	도색	道賾	1646	조각승	17세기 전반에 활동한 조각승. 〈남원 선원사 목조지장보살삼존상 및 소조시왕상 일괄〉을 만들었다.	국가유산청 설명: 인조 24년(1646)에 수 조각승 도색(道賾)이 여섯 명의 보조 조각승과 함께 태산대왕을 비롯한 귀왕, 사자, 동자상을 제작한
kr:person:도선	도선	道詵	9세기 후반	대사	9세기 후반에 활동한 대사. 전하는 말로는 〈철원 도피안사 철조비로자나불좌상〉·〈남원 신계리 마애여래좌상〉을 만들었다.	국가유산청 설명: (전칭) 기록에 의하면 도선대사가 철조비로자나불을 만들어 철원의 안양사(安養寺)에 모시려고 했으나	도선국사
kr:person:도옥	도옥	-	1783	화승	18세기 후반에 활동한 화승. 〈만연사 괘불탱〉을 그렸다.	국가유산청 설명: 조선 정조 7년(1793)에 금어 비현과 편수 쾌윤·도옥 등 3명이 그렸음을 알 수 있다
kr:person:도우	도우	道祐	17세기 후반	조각승	17세기 후반에 활동한 조각승. 〈대구 용연사 목조아미타여래삼존좌상 및 복장유물〉·〈대구 운흥사 목조아미타여래삼존좌상〉·〈칠곡 송림사 목조석가여래삼존좌상〉 등 4점을 만들었다.	국가유산청 설명: 1655년에 수조각승 도우를 비롯하여 쌍조·경옥·경신·혜청·도철·옥순 등 7인의 조각승에 의하여 아미타삼존상이 조성되어
kr:person:도익	도익	道益	1713~1731	화승	18세기 전반에 활동한 화승. 〈구미 수다사 영산회상도〉·〈안동 봉정사 아미타설법도〉를 그렸다.	국가유산청 설명: 1731년에 조성된 이 불화는 도익(道益) 등 4명의 화승이 제작한 석가모니후불도이다
kr:person:두초	두초	-	1714	화승	18세기 전반에 활동한 화승. 〈군위 법주사 괘불도〉를 그렸다.	국가유산청 설명: 1714년(숙종 40) 수화승 두초를 비롯하여 변철, 치겸, 심안 등 9명의 화승이 참여하여 완성한 괘불이다
kr:person:두훈	두훈	抖薰·枓訓	1764~1767	화승	18세기 후반에 활동한 화승. 〈영덕 장륙사 영산회상도〉·〈통도사 석가여래 괘불탱〉을 그렸다.	국가유산청 설명: 두훈(枓訓), 재옥(再玉), 전수(典秀) 등 9명의 제작 화승을 명확히 알 수 있는 불화이다. / 이 작품은 두훈이 수화승으로 참여한 가장 이른 시기의 작품이다
kr:person:득남	득남	得男	1630	-	17세기 전반에 〈거창 고견사 동종〉을 만들었다.	국가유산청 설명: 동종의 제작 장인은 도대장미지산설봉사문천보(圖大匠彌智山雪峯沙門天宝)를 비롯하여 치죽(緇竹), 득남(得男), 득일(得一) 등이 참여하였음을
kr:person:득일	득일	得一	1630	-	17세기 전반에 〈거창 고견사 동종〉을 만들었다.	국가유산청 설명: 동종의 제작 장인은 도대장미지산설봉사문천보(圖大匠彌智山雪峯沙門天宝)를 비롯하여 치죽(緇竹), 득남(得男), 득일(得一) 등이 참여하였음을
kr:person:득총	득총	得聰	1723	-	18세기 전반에 〈합천 해인사 감로왕도〉를 그렸다.	국가유산청 설명: 1723년(경종 3)에 심감(心鑑)‚ 신오(信悟)‚ 득총(得聰)이 조성하였다
kr:person:류윤겸	류윤겸	柳允謙	1481	문신	15세기 후반에 활동한 문신. 〈분류두공부시(언해) 권11〉을 엮었다.	국가유산청 설명: 1481년(성종 12년)에 홍문관 전한(典翰) 류윤겸(柳允謙, 1420∼?), 조위(曹偉, 1454∼1503) 등의 문신들과 승려 의침(義砧, 미상) 등이 ... 편찬한 책이다
kr:person:만항	만항	萬恒	1300	국사	13세기 후반에 활동한 국사. 〈육조대사법보단경〉을 발원하였다.	국가유산청 설명: 혜감국사 만항(萬恒, 1249～1319)이 받아들여, 1300년(충렬왕 26)년 강화 선원사(禪源寺)에서 간행한 판본이다	혜감국사
kr:person:만회	만회	万恢·萬恢	1378~1379	승려	14세기 후반에 활동한 승려. 〈선림보훈〉·〈호법론〉·〈금강반야경소론찬요조현록〉을 만들었다.	국가유산청 설명: 고려 우왕 4년(1378)에 승려 상위(尙偉)와 만회가 ... 시주(施主)를 청하여 충주 청룡사에서 간행하였다
kr:person:명옥	명옥	明玉	1653	화승	17세기 후반에 활동한 화승. 〈진천 영수사 영산회 괘불탱〉을 그렸다.	국가유산청 설명: 1653년 명옥(明玉)을 비롯한 4명의 승려화원들이 그렸다.
kr:person:명원	명원	明遠	1692	화가	17세기 후반에 활동한 화가. 〈금당사 괘불탱〉을 그렸다.	국가유산청 설명: 숙종 18년(1692)에 화가 명원(明遠) 등 4인이 그린 이 괘불은
kr:person:명정	명정	明淨	1728	-	18세기 전반에 〈하동 쌍계사 감로왕도〉를 그렸다.	국가유산청 설명: 쌍계사 감로왕도는 1728년 명정(明淨), 최우(最祐), 원민(元敏), 처영(處英), 신영(信英), 永浩(永浩) 등이 그린 불화이다
kr:person:명준	명준	明峻	1659	편수	17세기 후반에 활동한 편수. 〈기장 장안사 석조석가여래삼불좌상〉을 만들었다.	국가유산청 설명: 대화원 녹원, 편수(片手) 명준(明峻), 학륜(學崙), 각인(覺仁) 등이 불상 제작에 참여하였고
kr:person:명호	명호	明昊	1401	승려	15세기 전반에 활동한 승려. 〈대불정여래밀인수증요의제보살만행수능엄경〉을 만들었다.	국가유산청 설명: 목판을 새기는 작업에 대덕(大德) 명호(明昊)를 비롯한 많은 사람이 동원되었으며
kr:person:명회	명회	明會	1405	선사	15세기 전반에 활동한 선사. 〈묘법연화경 권4~7〉을 만들었다.	국가유산청 설명: 판각은 대화주 선사(大化主禪師) 명회(明會) 등의 주도하에
kr:person:목암	목암	-	1468	-	15세기 후반에 〈순천 매곡동 석탑 청동불감 및 금동아미타여래삼존좌상〉을 발원하였다.	국가유산청 설명: 순천부 남촌 별량리 죽사(竹寺)의 도인 일선의 시주로 목암, 정오 등이 발원하여 그달 15일에 삼존불을 조성하였다고 한다
kr:person:묘수	묘수	妙殊	1371	비구니	14세기 후반에 활동한 비구니. 〈백지금니 금강 및 보문발원〉을 발원하였다.	국가유산청 설명: 시주 비구니묘지(施主比丘尼妙智), 동원 비구니 묘수(同願比丘尼妙殊)"의 지기(識記)가 있어
kr:person:묘우	묘우	妙愚	1389	-	14세기 후반에 〈백지묵서 묘법연화경 권1, 3〉을 발원하였다.	국가유산청 설명: 고려 창왕 1년(1389) 장씨부인 묘우(妙愚)가 돌아가신 부모와 모든 중생들을 위해 책을 만들었다고 적혀 있다
kr:person:묘지	묘지	妙智	1371	비구니	14세기 후반에 활동한 비구니. 〈백지금니 금강 및 보문발원〉을 발원하였다.	국가유산청 설명: 고려 공민왕(恭愍王) 20년(1371)에 비구니(比丘尼) 묘지(妙智), 묘수(妙殊)의 시주(施主)에 의해서 사성(寫成)된 것이다
kr:person:묘해	묘해	妙解	1699	화승	17세기 후반에 활동한 화승. 〈대구 동화사 아미타회상도〉를 그렸다.	국가유산청 설명: 1699년 대화원(大畵員) 의균(義均)을 비롯한 묘해(妙解) ·지영(智英) ·상명(尙明) 등이 참여해서 그린 아미타불화로서
kr:person:무염_(조각승)	무염 (조각승)	無染	17세기	조각승	17세기에 활동한 조각승. 〈대전 비래사 목조비로자나불좌상〉·〈남양주 불암사 목조관음보살좌상〉·〈속초 신흥사 목조아미타여래삼존좌상〉 등 8점을 만들었다.	국가유산청 설명: 1650년(효종 1) 8월에 조각승 무염(無染), 성수(性修) 등이 제작하였다
kr:person:무외	무외	無外	1364	-	14세기 후반에 〈백지금니 범망보살계경〉을 그렸다.	국가유산청 설명: 1364년(공민왕 13) 5월에 지암(芝岩)이 글씨를 금니로 쓰고, 무외(無外)가 변상도를 그린 것으로 밝히고 있어
kr:person:무작	무작	無作	1378	비구	14세기 후반에 활동한 비구. 〈금강반야경소론찬요조현록〉을 발원하였다.	국가유산청 설명: 청중 가운데 신사(信士) 고식기(高息機)가 감동하여 이 책의 간행광포를 희망하여 간비(刊費)를 보시하였으므로 제자 만회(万恢) 등에게 맡겨 판각하였고
kr:person:문경	문경	文卿	고려 말	-	고려 말에 〈감지금니 대방광불화엄경보현행원품〉을 그렸다.	국가유산청 설명: 변상도 뒷면에 ‘행원품변상문경화(行願品變相文卿畵)’란 글씨가 있어 변상도 작가를 밝히고 있는 점에서
kr:person:문광	문광	文光	-	삼중대사	삼중대사. 〈화성 봉림사 목조아미타불좌상 복장전적 일괄〉을 만들었다.	국가유산청 설명: 시랑(侍郞) 이굉(李紘) 삼중대사(三重大師) 문광(文光)이 힘을 합쳐 간행한 것이다
kr:person:문성군부인_유씨	문성군부인 유씨	章烈王妃	1622	왕비	17세기 전반에 활동한 왕비. 〈서울 지장암 목조비로자나불좌상〉·〈안동 선찰사 목조석가여래좌상 및 복장유물〉을 발원하였다.	국가유산청 설명: 광해군의 정비인 장열왕비가 직접 발원하여 조성한 왕실발원 불사	광해군 부인 유씨·장열왕비
kr:person:문언	문언	文彦	-	승려	승려. 〈화성 용주사 대웅보전〉을 만들었다.	국가유산청 설명: 대웅보전 건축의 도편수는 문언(文彦, 장흥 천관사 승려)이고
kr:person:문향	문향	文鄕	고려 13~14세기	각수	고려 13~14세기에 활동한 각수. 〈금장요집경 권1~2〉를 만들었다.	국가유산청 설명: 판심부의 하단에 ‘현사(玄四)’, ‘문향(文鄕)’, ‘백기(白基)’ 등의 각수명(刻手名)이 새겨져 있다
kr:person:문헌	문헌	文軒	1580	승려 장인	16세기 후반에 활동한 승려 장인. 〈통영 안정사 동종〉을 만들었다.	국가유산청 설명: 銘文을 통해 동종의 제작 장인이 계당(戒堂), 진옥(眞玉), 문헌(文軒)임을 알 수 있으며
kr:person:민관_(승장)	민관 (승장)	敏寬	-	승려 장인	승려 장인. 〈화성 용주사 대웅보전〉을 그렸다.	국가유산청 설명: 단청 도편수는 민관(敏寬)으로 당대 최고의 승장들이 건축하였다.
kr:person:민관_(화승)	민관 (화승)	旻官	1806	화승	19세기 전반에 활동한 화승. 〈서울 청룡사 비로자나불 삼신괘불도〉를 그렸다.	국가유산청 설명: 18세기 후반부터 19세기 초반에 걸쳐 활약한 민관(旻官) 등 5명의 화승이 참여하여 제작한 대형불화이다
kr:person:민기_(화승)	민기 (화승)	敏機	1709	화승	18세기 전반에 활동한 화승. 〈영국사 영산회 후불탱〉을 그렸다.	국가유산청 설명: 1709년에 인문을 비롯한 민기, 세정 등 불화승(佛畵僧) 3인이 참여하여 그렸음을 알 수 있다
kr:person:민보화	민보화	閔普和	1445	사직	15세기 전반에 활동한 사직. 〈의방유취〉를 엮었다.	국가유산청 설명: 집현전 부교리 김예몽(金禮蒙)·저작랑(著作郞) 유성원(柳誠源)·사직(司直) 민보화(閔普和) 등에게 명하여 ... 한 책을 만들게 했다
kr:person:민상제	민상제	閔賞濟	-	-	〈안성 칠장사 혜소국사비〉의 글씨를 썼다.	국가유산청 설명: 김현(金顯)이 짓고 민상제(閔賞濟)가 쓰고 전액도 하였으며 각자는 배가성(裵可成)·이맹(李孟) 등이 하였다
kr:person:민숙	민숙	旻肅	1775	화주	18세기 후반에 활동한 화주. 〈장성 백양사 아미타여래설법도 및 복장유물〉을 발원하였다.	국가유산청 설명: 대시주 겸 화주(化主)인 환월당(喚月堂) 민숙(旻肅)이 외할머니 유씨 부부와 어머니 봉씨 영가의 극락왕생을 기원하며 발원하였으며
kr:person:민원	민원	敏圓	1688	화승	17세기 후반에 활동한 화승. 〈김천 고방사 아미타여래설법도〉를 그렸다.	국가유산청 설명: 민원(敏圓)을 수화승으로 죽총(竹䕺), 경찬(竟粲), 각림(覺林)이 동참하여 그렸다
kr:person:민휘	민휘	敏輝	1734	-	18세기 전반에 〈통도사 영산회상탱〉을 그렸다.	국가유산청 설명: 조선 영조 10년(1734)에 임한(任閑)의 지휘아래 민휘(敏輝)·순백(舜白)·포근(抱根) 등이 참여하여 제작되었음을 알 수 있다
kr:person:밀기	밀기	密機	18세기 전반	화승	18세기 전반에 활동한 화승. 〈기장 고불사 영산회상도〉·〈경주 불국사 삼장보살도〉·〈포항 보경사 비로자나불도〉를 그렸다.	국가유산청 설명: (전칭) 팔공산 일원에서 활약한 의균, 밀기 등의 화승에 의해 제작된 것으로 보인다
kr:person:밀영	밀영	密英	1627	장인	17세기 전반에 활동한 장인. 〈강화 전등사 명경대〉를 만들었다.	국가유산청 설명: 이 작품을 1627년에 밀영(密英), 천기(天琦), 볼생(奉生/鳳生)이라는 장인이 만들었음을 확인할 수 있다
kr:person:박거물	박거물	朴居勿	-	-	〈경주 황룡사 구층목탑 금동찰주본기〉를 지었다.	국가유산청 설명: 이 본기는 박거물이 찬하고 요극일이 썼으며 이를 승려인 총혜와 조박사 연전이 전각한 것이다
kr:person:박경	박경	朴耕	1488	-	15세기 후반에 〈대불정여래밀인수증요의제보살만행수능엄경 권1~4〉의 글씨를 썼다.	국가유산청 설명: 조선 성종 19년(1488)에 충청도 홍산 무량사(無量寺)에서 홍산현감 등의 시주로 박경(朴耕)이 글을 써서 간행한 것이다
kr:person:박란	박란	朴蘭	1658	화원	17세기 후반에 활동한 화원. 〈청룡사 영산회 괘불탱〉을 그렸다.	국가유산청 설명: 화원(畫員)인 사과(司果) 박란(朴蘭)을 비롯하여 화승 법능(法能), 명옥(明玉), 응상(應尙), 정심(淨心) 등 5명이 그렸다
kr:person:박민화	박민화	朴敏和	1445	각수	15세기 전반에 활동한 각수. 〈수계선생비점맹호연집〉을 만들었다.	국가유산청 설명: 刻手朴敏和僧信淡坦□ 冏超學□
kr:person:박병덕	박병덕	-	1470	괴산군수	15세기 후반에 활동한 괴산군수. 〈우주두율〉의 글씨를 썼다.	국가유산청 설명: 이 책의 글씨는 괴산군수 박병덕이 썼고
kr:person:박세필	박세필	朴世弼	1691	-	17세기 후반에 〈영동 세천재〉를 만들었다.	국가유산청 설명: 충주박씨 강릉공파(忠州朴氏 江陵公派) 박세필(朴世弼)이 1691년에 처음 지은 재실(齋室)로
kr:person:박어산	박어산	朴於山	14세기	-	14세기에 〈구례 천은사 금동불감〉을 만들었다.	국가유산청 설명: 이 기록에 의하면 불상은 신승, 불감은 김치·박어산 등이 만들었고
kr:person:박의중	박의중	朴宜中	1393	-	14세기 후반에 〈충주 억정사지 대지국사탑비〉를 지었다.	국가유산청 설명: 비문은 박의중(朴宜中)이 짓고 승려인 선진(旋軫)이 쓰고 또 전액도 하였으며
kr:person:박지요	박지요	朴知遙	1305	거사	14세기 전반에 활동한 거사. 〈금강반야바라밀경〉을 발원하였다.	국가유산청 설명: 원흥사의 육구(六具), 박지요거사(朴知遙居士) 등이 발원한 사찰판이다.
kr:person:박춘빈	박춘빈	朴春彬	1788	화사	18세기 후반에 활동한 화사. 〈강민첨 초상〉을 그렸다.	국가유산청 설명: 이연필(李延弼)이 화사 박춘빈(朴春彬)을 시켜 이모하게 한 것이다
kr:person:배가성	배가성	裵可成	-	각자	각자. 〈안성 칠장사 혜소국사비〉를 만들었다.	국가유산청 설명: 김현(金顯)이 짓고 민상제(閔賞濟)가 쓰고 전액도 하였으며 각자는 배가성(裵可成)·이맹(李孟) 등이 하였다
kr:person:백개만	백개만	白介萬	1569	-	16세기 후반에 〈월인석보 목판〉을 발원하였다.	국가유산청 설명: 이 판목은 선조 2년(1569) 충청도 한산에 사는 백개만(白介萬)이 시주하여 판각하고
kr:person:백기	백기	白基	18세기 전반	각수	18세기 전반에 활동한 각수. 〈원주 구룡사 삼장보살도〉를 그렸고, 〈금장요집경 권1~2〉를 만들었다.	국가유산청 설명: 판심부의 하단에 ‘현사(玄四)’, ‘문향(文鄕)’, ‘백기(白基)’ 등의 각수명(刻手名)이 새겨져 있다
kr:person:백운화상	백운화상	白雲和尙	1372	승려	14세기 후반에 활동한 승려. 〈백운화상초록불조직지심체요절〉을 엮었다.	국가유산청 설명: 백운화상이 고려 공민왕 21년(1372)에 원나라에서 받아온 불조직지심체요절 1권의 내용을 대폭 늘려 상·하 2권으로 엮은 것이다
kr:person:백종린	백종린	白終麟	1474	화원	15세기 후반에 활동한 화원. 〈예념미타도량참법 권1∼5〉를 그렸다.	국가유산청 설명: 화원(畵員) 백종린(白終麟)과 이장손(李長孫)이 그린 작품으로
kr:person:법경	법경	法冏	1627	화승	17세기 전반에 활동한 화승. 〈부여 무량사 미륵불 괘불도〉를 그렸다.	국가유산청 설명: 화기(畫記)를 통해 법경(法冏), 혜윤(慧允), 인학(仁學), 희상(熙尙) 등의 제작 화승과 1627년(조선 인조 5)이라는 제작 연대를 명확히 알 수 있는데
kr:person:법계	법계	-	1363	-	14세기 후반에 〈금강반야바라밀경〉을 그렸다.	국가유산청 설명: 신지가 글씨를 쓰고 법계가 그림을 그렸으며
kr:person:법공	법공	法空	14세기 후반	-	14세기 후반에 〈금강반야바라밀경〉·〈불조삼경〉을 만들었다.	국가유산청 설명: 신명과 법공이 목판에 새기는 작업을 하였다
kr:person:법능	법능	法能	1653~1692	화승	17세기 후반에 활동한 화승. 〈청룡사 감로탱〉·〈진천 영수사 영산회 괘불탱〉을 그렸다.	국가유산청 설명: 법능(法能), 민윤(敏允), 취감(就甘), 경걸(景桀), 상윤(尙允) 등 다섯 명의 화승이 1692년(숙종 18년)에 조성하였다
kr:person:법린	법린	法麟	1378	제자	14세기 후반에 활동한 제자. 〈백운화상초록불조직지심체요절〉을 만들었다.	국가유산청 설명: 고려 우왕 4년(1378) 6월에 백운화상이 입적한 여주 취암사에서 제자 법린 등이 우왕 3년(1377)년에 청주 흥덕사에서 간행한 금속활자본을 바탕으로 간행한 것이다
kr:person:법승	법승	法勝	766	승려	8세기 후반에 활동한 승려. 〈산청 석남암사지 석조비로자나불좌상〉을 발원하였다.	국가유산청 설명: 766년(혜공왕 2)에 법승(法勝)과 법연(法緣) 두 승려가 받들어 돌아가신 두온애랑(豆溫哀郞)의 원을 위해 석조비로자나불상을 조성하여
kr:person:법연	법연	法緣	8세기 후반	승려	8세기 후반에 활동한 승려. 〈안동 도산서원 농운정사〉를 만들었고, 〈산청 석남암사지 석조비로자나불좌상〉을 발원하였다.	국가유산청 설명: 766년(혜공왕 2)에 법승(法勝)과 법연(法緣) 두 승려가 받들어 돌아가신 두온애랑(豆溫哀郞)의 원을 위해 석조비로자나불상을 조성하여
kr:person:법잠	법잠	法岑	1701	조각승	18세기 전반에 활동한 조각승. 〈서울 흥천사 목조관음보살삼존상〉을 만들었다.	국가유산청 설명: 수조각승 법잠(法岑)을 비롯한 계초(戒楚), 진열(振悅), 성인(性印) 등의 제작자
kr:person:법정	법정	法正	1586	화원	16세기 후반에 활동한 화원. 〈문경 봉암사 목조아미타여래좌상 및 복장유물〉을 만들었다.	국가유산청 설명: 1586년(선조 19)에 나운(蘿雲)과 법정(法正), 두 화원에 의해 조성된 불상임을 알 수 있어
kr:person:법천	법천	法天	1588	각수	16세기 후반에 활동한 각수. 〈치문경훈 목판〉을 만들었다.	국가유산청 설명: 도림(道林)의 교정(校正), 종원(宗元)의 연판(鍊板), 의련(義連)･법천(法天) 등의 판각으로 조성되었는데
kr:person:법해_(조각승)	법해 (조각승)	法海	1633	조각승	17세기 전반에 활동한 조각승. 〈고창 선운사 소조비로자나삼불좌상〉을 만들었다.	국가유산청 설명: 화원질에는 법해(法海), 무염(無染), 도우(道祐), 성수(性修), 신회(信懷), 해심(海心) 등 10여 명이 쓰여 있어 법해가 수조각승으로 제작하였음이 확인된다.
kr:person:법해_(화승)	법해 (화승)	法海	1702	-	18세기 전반에 〈성주 선석사 영산회 괘불탱〉을 그렸다.	국가유산청 설명: 1702년(숙종 28) 탁휘(卓輝)·법해(法海)·설잠(雪岑)·성징(性澄) 등이 제작한 괘불탱이다
kr:person:법현	법현	法玄	1640	조각승	17세기 전반에 활동한 조각승. 〈거창 심우사 목조아미타여래좌상〉을 만들었다.	국가유산청 설명: 또한 조성자는 청허(淸虛), 법현(法玄), 현승(賢勝), 호윤(浩允) 등으로 밝혀졌다
kr:person:법형	법형	法浻	1628	-	17세기 전반에 〈칠장사 오불회 괘불탱〉을 그렸다.	국가유산청 설명: 이 괘불은 조선 인조 6년(1628)에 법형(法浻)이 그린것 이다.
kr:person:벽암_각성	벽암 각성	碧巖覺性	17세기	승려	17세기에 활동한 승려. 〈보은 법주사 대웅보전〉·〈보은 법주사 원통보전〉을 만들었고, 〈구례 화엄사 목조비로자나삼신불좌상〉·〈고창 문수사 목조석가여래삼불좌상〉·〈고창 문수사 목조지장보살좌상 및 시왕상 일괄〉 등 4점을 발원하였다.	국가유산청 설명: 벽암(碧巖) 각성(覺性, 1575∼1660)의 주관 아래 선조(宣祖, 재위 1567∼1608)의 여덟 번째 아들 의창군(義昌君) 이광(李珖, 1589∼1645) 부부와	각성·벽암·벽암각성
kr:person:변곤	변곤	卞崑	1834	화사	19세기 전반에 활동한 화사. 〈동래부순절도〉를 그렸다.	국가유산청 설명: “임진왜란 이후 324년이 지난 갑오년(1834) 4월에 동래부 천총 화사 변곤이 그렸다[萬曆壬辰二百四十三年甲午四月日 畵師本府千摠卞崑]”는 화기가 있어서
kr:person:변박	변박	卞璞	1760	화가	18세기 후반에 활동한 화가. 〈부산진순절도〉를 그렸다.	국가유산청 설명: 숙종 35년(1709)에 처음 그려진 것을 화가 변박(卞璞)이 영조 36년(1760)에 다시 그린 것인데
kr:person:변상벽	변상벽	卞相璧	1762	어진화사	18세기 후반에 활동한 어진화사. 전하는 말로는 〈윤급 초상〉을 그렸다.	국가유산청 설명: (전칭) 동 초상이 당대 최고의 어진화사(御眞畵師)였던 변상벽이 그린 것임을 짐작할 수 있다
kr:person:보관	보관	普觀	-	사문	사문. 〈화성 봉림사 목조아미타불좌상 복장전적 일괄〉을 발원하였다.	국가유산청 설명: 권말의 무의자혜심(無衣子慧諶)(1178∼1234)의 발문에 의하면 사문 보관(普觀)이 발원하여 간행했다
kr:person:보능	보능	寶能	-	-	〈묘법연화경 권1~3〉을 만들었다.	국가유산청 설명: 그림의 밑에는 ‘보능(寶能)이 새겼다’는 기록이 있다.
kr:person:복찬	복찬	福贊	1778	화승	18세기 후반에 활동한 화승. 〈금탑사 괘불탱〉을 그렸다.	국가유산청 설명: 1778년(정조 2) 조선 후기의 화승 비현(丕賢), 복찬(福贊), 쾌윤(快允) 등이 함께 조성했다
kr:person:봉생	봉생	奉生	1627	장인	17세기 전반에 활동한 장인. 〈강화 전등사 명경대〉를 만들었다.	국가유산청 설명: 이 작품을 1627년에 밀영(密英), 천기(天琦), 볼생(奉生/鳳生)이라는 장인이 만들었음을 확인할 수 있다
kr:person:붕안	붕안	-	1725	화승	18세기 전반에 활동한 화승. 〈송광사 응진당 석가모니 후불탱·십육나한탱〉을 그렸다.	국가유산청 설명: 십육나한탱은 화승 붕안과 회안의 주도로 그려졌다
kr:person:붕환	붕환	鵬換	1757	목편수	18세기 후반에 활동한 목편수. 〈선암사 석가모니불 괘불탱 및 부속유물 일괄〉을 만들었다.	국가유산청 설명: 목편수(木片手) 사선(思善), 붕환(鵬換)과 야장편수(冶匠片手)가 제작했다고 하나
kr:person:비현	비현	丕賢	18세기 후반	화승	18세기 후반에 활동한 화승. 〈흥국사 노사나불 괘불탱〉·〈금탑사 괘불탱〉·〈만연사 괘불탱〉을 그렸다.	국가유산청 설명: 의겸 스님과 함께 활동했던 비현 스님이 참여해 그린 그림으로
